"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Rest In Peace para korban Festival Halloween di Itaewon Seoul, Korea Selatan 
#Itaewon #이태원 #이태원사고 #압사사고… https://t.co/bnIoioozYf",FALSE,0,NA,2022-11-01 00:41:46,TRUE,NA,"1587243464395087873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zumberku",0,FALSE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-11-01 00:41:12,FALSE,NA,"1587243324913913856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jk_chas",107,TRUE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-11-01 00:26:32,FALSE,NA,"1587239633372737536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mile_bew",107,TRUE,FALSE,NA,NA
"RT @HalodocID: Kabar duka dari Itaewon, Korea Selatan menyita perhatian dunia atas tragedi pada acara Halloween yang menyebabkan &gt; 150 oran…",FALSE,0,NA,2022-11-01 00:26:28,FALSE,NA,"1587239615580508160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SRini_16",23,TRUE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-11-01 00:20:12,FALSE,NA,"1587238038656405505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","phatcharawee9",107,TRUE,FALSE,NA,NA
"RT @bernamadotcom: Rempuhan itu disifatkan insiden terburuk di Korea Selatan sejak tragedi feri Sewol karam pada 2014 yang mengorbankan 304…",FALSE,0,NA,2022-11-01 00:18:05,FALSE,NA,"1587237505983651840",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","bernamadotcom",19,TRUE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-11-01 00:17:44,FALSE,NA,"1587237418553335809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","royalphoeniz",107,TRUE,FALSE,NA,NA
"Fakta Lee Jihan, Artis Korea yang Tewas dalam Tragedi Halloween Itaewon 
#CelebritiesDotID #InfoCelebTerkini… https://t.co/tCvahMGArT",FALSE,0,NA,2022-11-01 00:15:00,TRUE,NA,"1587236728976207874",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","celebdotid",0,FALSE,FALSE,NA,NA
"RT @asep_rivaa: Sebuah tragedi malam hallowen di itaewon #Itaewon #이태원 #이태원사고 #압사사고

Thread 
https://t.co/dU6kAs6DyH",FALSE,0,NA,2022-11-01 00:14:33,FALSE,NA,"1587236618418937857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aziza_yasmin",2340,TRUE,FALSE,NA,NA
"https://t.co/wTkd2dfAtq HEBOH!! Ramalan Zodiak Hari Rabu Bawa Hoki Buat Kamu, cuan Besar bikin Heppy, cek langsung… https://t.co/m3FLpfGLcU",FALSE,0,NA,2022-11-01 00:13:49,TRUE,NA,"1587236433982431233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratyaksaPutra",0,FALSE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-11-01 00:04:39,FALSE,NA,"1587234126943248384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ppjrwps",107,TRUE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-11-01 00:00:47,FALSE,NA,"1587233152455520256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mamegiwita",107,TRUE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-10-31 23:54:28,FALSE,NA,"1587231562072195073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Parkminki577",107,TRUE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-10-31 23:52:14,FALSE,NA,"1587231000547184641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tm_hed",107,TRUE,FALSE,NA,NA
"RT @asep_rivaa: Sebuah tragedi malam hallowen di itaewon #Itaewon #이태원 #이태원사고 #압사사고

Thread 
https://t.co/dU6kAs6DyH",FALSE,0,NA,2022-10-31 23:51:38,FALSE,NA,"1587230849241530368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChoiHyunsukiiee",2340,TRUE,FALSE,NA,NA
"RT @asep_rivaa: Ini dia video paling dekat dari momen terhimpitnya saat targedi di pesta hallowen #itaewon 
https://t.co/ukbkIDmrS7",FALSE,0,NA,2022-10-31 23:48:28,FALSE,NA,"1587230052496052224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aissymaira99",240,TRUE,FALSE,NA,NA
"RTP SLOT KEMBARRTP 🎰
🎰LIGA KEMBAR🎰
https://t.co/g4zPygCogO
WA: +855 96 960 6295
#LIGAKEMBAR #KEMBARRTP #ceweksange… https://t.co/rQwiwYEYJG",FALSE,0,NA,2022-10-31 23:41:49,TRUE,NA,"1587228378767114240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LigaKembar777",0,FALSE,FALSE,NA,NA
"RT @dianalindia: Itaewon Seoul, ‘Surga’ Dunia Malam dan Komunitas LGBTQ Menjadi ‘Neraka’ Tragedi Halloween
#Itaewon #ItaewonTragedy #prayfo…",FALSE,0,NA,2022-10-31 23:40:13,FALSE,NA,"1587227976776622080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hanahanifahlagi",2,TRUE,FALSE,NA,NA
"Lee Ji Han Aktor Drama Korea Selatan Tewas dalam Tragedi Halloween Itaewon https://t.co/9sJOqo0No9

Cipung Ini Inst… https://t.co/x7X4egJ1OW",FALSE,1,NA,2022-10-31 23:38:23,TRUE,NA,"1587227516367818753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ahmad_darno",0,FALSE,FALSE,NA,NA
"RT @temanCOmu: Bestieku Yang nyari Jaket Jeans Wanita terkece nih 🔥😊🙏 
Rest In Peace, Nia Ramadhani, #Itaewon #prayforitaewon #INDvsSA #Str…",FALSE,0,NA,2022-10-31 23:34:39,FALSE,NA,"1587226575736836096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sahabatshopeemu",1,TRUE,FALSE,NA,NA
"Itaewon Seoul, ‘Surga’ Dunia Malam dan Komunitas LGBTQ Menjadi ‘Neraka’  Tragedi Halloween #Itaewon #ItaewonTragedy… https://t.co/ihM6196K5W",FALSE,1,NA,2022-10-31 23:33:22,TRUE,NA,"1587226251923972097",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","endang_sukawati",0,FALSE,FALSE,NA,NA
"RT @jimind4y13: Liat ini lngsung inget kanjuruhan kamaren 💔#Itaewon https://t.co/3dyCEYBoNc",FALSE,0,NA,2022-10-31 23:27:34,FALSE,NA,"1587224794134716417",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","wt4_daniel",1548,TRUE,FALSE,NA,NA
"RT @trnv1121: Liat video dan foto ini ikut sesak dan nangis banget 😭😭😭 Semoga tim medis pada kuat buat bantu orang-orang di itaewon, dan ga…",FALSE,0,NA,2022-10-31 23:27:25,FALSE,NA,"1587224755651764224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","seismith11",1220,TRUE,FALSE,NA,NA
"RT @asep_rivaa: Sebuah tragedi malam hallowen di itaewon #Itaewon #이태원 #이태원사고 #압사사고

Thread 
https://t.co/dU6kAs6DyH",FALSE,0,NA,2022-10-31 23:27:22,FALSE,NA,"1587224741638975490",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yashmaam",2340,TRUE,FALSE,NA,NA
"RT @asep_rivaa: Sebuah tragedi malam hallowen di itaewon #Itaewon #이태원 #이태원사고 #압사사고

Thread 
https://t.co/dU6kAs6DyH",FALSE,0,NA,2022-10-31 23:23:34,FALSE,NA,"1587223784314261504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MinGguk9795",2340,TRUE,FALSE,NA,NA
"RT @trnv1121: Liat video dan foto ini ikut sesak dan nangis banget 😭😭😭 Semoga tim medis pada kuat buat bantu orang-orang di itaewon, dan ga…",FALSE,0,NA,2022-10-31 23:23:06,FALSE,NA,"1587223666907316224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FarewellZoe",1220,TRUE,FALSE,NA,NA
"Kementerian Luar sedang bekerjasama dengan pihak berkuasa Republik Korea, bagi memastikan kesahihan, berkaitan dakw… https://t.co/DyebNi6aJm",FALSE,0,NA,2022-10-31 23:18:52,TRUE,NA,"1587222605324771328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","buletinfm",1,FALSE,FALSE,NA,NA
"RT @Lencyco1: Rekomndasi blouse dan legging korea... 

1. https://t.co/teh3tkWx5S
2. https://t.co/yE3CB69Goi
3. https://t.co/cdKQ8G9mXz

#k…",FALSE,0,NA,2022-10-31 23:18:26,FALSE,NA,"1587222495316545536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","novocainesss",60,TRUE,FALSE,NA,NA
"RT @EmySukardi: #prayforitaewon #ITAEWONHALLOWEEN #halloweenkorea
#itaewon #Hallowen #ItaewonTragedy #HALLOWEENPARTY
#Halloween2022 #Itaewo…",FALSE,0,NA,2022-10-31 23:15:59,FALSE,NA,"1587221879731163136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rizkieaprilia",7,TRUE,FALSE,NA,NA
"RT @Khusnul74456640: Meninggal di Tragedi Itaewon, Lee Ji Han Produce 101 Sudah Syuting Drama
https://t.co/AkrOkURh8S

Reach in peace #Itae…",FALSE,0,NA,2022-10-31 23:15:50,FALSE,NA,"1587221841978195968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rizkieaprilia",3,TRUE,FALSE,NA,NA
"RT @Khusnul74456640: 'Pria Bertelinga Kelinci' Diduga Penyebab Awal Tragedi Halloween Itaewon
https://t.co/GoY09ETlv4

Reach in peace #Hall…",FALSE,0,NA,2022-10-31 23:15:43,FALSE,NA,"1587221808738361344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rizkieaprilia",2,TRUE,FALSE,NA,NA
"Itaewon Seoul, ‘Surga’ Dunia Malam dan Komunitas LGBTQ Menjadi ‘Neraka’ Tragedi Halloween
#Itaewon #ItaewonTragedy… https://t.co/KD7YQc7Wtf",FALSE,9,NA,2022-10-31 23:09:15,TRUE,NA,"1587220181696147456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dianalindia",2,FALSE,FALSE,NA,NA
"Itaewon Seoul, ‘Surga’ Dunia Malam dan Komunitas LGBTQ Menjadi ‘Neraka’  Tragedi Halloween
#Itaewon #ItaewonTragedy… https://t.co/lTThvsKBms",FALSE,0,NA,2022-10-31 23:03:30,TRUE,NA,"1587218737140154368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IrraAna1",0,FALSE,FALSE,NA,NA
"RT @asep_rivaa: Sebuah tragedi malam hallowen di itaewon #Itaewon #이태원 #이태원사고 #압사사고

Thread 
https://t.co/dU6kAs6DyH",FALSE,0,NA,2022-10-31 23:03:16,FALSE,NA,"1587218675865878528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sunnieceah_",2340,TRUE,FALSE,NA,NA
"RT @asep_rivaa: Sebuah tragedi malam hallowen di itaewon #Itaewon #이태원 #이태원사고 #압사사고

Thread 
https://t.co/dU6kAs6DyH",FALSE,0,NA,2022-10-31 23:02:35,FALSE,NA,"1587218504624656384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","manusya_001",2340,TRUE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-10-31 22:57:11,FALSE,NA,"1587217147725459456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daraxdaniel",107,TRUE,FALSE,NA,NA
"RT @GearbagOfficial: #GearGames

Selamat Hari Senin, Sahabat Gear.. gimana nih Seninnya? semoga selalu dilancarkan segala aktivitasnya yaah…",FALSE,0,NA,2022-10-31 22:56:02,FALSE,NA,"1587216855676071937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andreasndi",1,TRUE,FALSE,NA,NA
"RT @radamuhucom: Itaewon Seoul, ‘Surga’ Dunia Malam dan Komunitas LGBTQ Menjadi ‘Neraka’  Tragedi Halloween 
#Itaewon #ItaewonTragedy #pray…",FALSE,0,NA,2022-10-31 22:55:53,FALSE,NA,"1587216819797925888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IrraAna1",7,TRUE,FALSE,NA,NA
"RT @radamuhucom: Itaewon Seoul, ‘Surga’ Dunia Malam dan Komunitas LGBTQ Menjadi ‘Neraka’  Tragedi Halloween 
#Itaewon #ItaewonTragedy #pray…",FALSE,0,NA,2022-10-31 22:54:21,FALSE,NA,"1587216434429468672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dianalindia",7,TRUE,FALSE,NA,NA
"RT @jimind4y13: Liat ini lngsung inget kanjuruhan kamaren 💔#Itaewon https://t.co/3dyCEYBoNc",FALSE,0,NA,2022-10-31 22:53:34,FALSE,NA,"1587216234612932608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","olitasdmar",1548,TRUE,FALSE,NA,NA
"RT @radamuhucom: Itaewon Seoul, ‘Surga’ Dunia Malam dan Komunitas LGBTQ Menjadi ‘Neraka’  Tragedi Halloween 
#Itaewon #ItaewonTragedy #pray…",FALSE,0,NA,2022-10-31 22:51:03,FALSE,NA,"1587215605085528064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","antoniusmahemba",7,TRUE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-10-31 22:49:25,FALSE,NA,"1587215192781656064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","enjoysrw_",107,TRUE,FALSE,NA,NA
"RT @radamuhucom: Itaewon Seoul, ‘Surga’ Dunia Malam dan Komunitas LGBTQ Menjadi ‘Neraka’  Tragedi Halloween 
#Itaewon #ItaewonTragedy #pray…",FALSE,0,NA,2022-10-31 22:42:55,FALSE,NA,"1587213557271183360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hanahanifahlagi",7,TRUE,FALSE,NA,NA
"RT @radamuhucom: Itaewon Seoul, ‘Surga’ Dunia Malam dan Komunitas LGBTQ Menjadi ‘Neraka’  Tragedi Halloween 
#Itaewon #ItaewonTragedy #pray…",FALSE,0,NA,2022-10-31 22:41:24,FALSE,NA,"1587213174818082816",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","endang_sukawati",7,TRUE,FALSE,NA,NA
"Itaewon Seoul, ‘Surga’ Dunia Malam dan Komunitas LGBTQ Menjadi ‘Neraka’  Tragedi Halloween 
#Itaewon… https://t.co/WquWw6X5ux",FALSE,12,NA,2022-10-31 22:40:27,TRUE,NA,"1587212936992686080",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","radamuhucom",7,FALSE,FALSE,NA,NA
"RT @Perempuan_metro: Kembali Kecerdasan Bangsa ini dipertanyakan hanya karena sebuah Hoax.
Ini Instagram I Suspend I abidzar I Sorex I Nove…",FALSE,0,NA,2022-10-31 22:31:45,FALSE,NA,"1587210748270325760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Perempuan_metro",1,TRUE,FALSE,NA,NA
"Kembali Kecerdasan Bangsa ini dipertanyakan hanya karena sebuah Hoax.
Ini Instagram I Suspend I abidzar I Sorex I N… https://t.co/NbjQuTmWmJ",FALSE,3,NA,2022-10-31 22:31:38,TRUE,NA,"1587210718218113024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Perempuan_metro",1,FALSE,FALSE,NA,NA
"RT @trnv1121: Liat video dan foto ini ikut sesak dan nangis banget 😭😭😭 Semoga tim medis pada kuat buat bantu orang-orang di itaewon, dan ga…",FALSE,0,NA,2022-10-31 22:30:05,FALSE,NA,"1587210325879058432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pluffyre",1220,TRUE,FALSE,NA,NA
"RT @Lencyco1: Rekomndasi blouse dan legging korea... 

1. https://t.co/teh3tkWx5S
2. https://t.co/yE3CB69Goi
3. https://t.co/cdKQ8G9mXz

#k…",FALSE,0,NA,2022-10-31 22:27:57,FALSE,NA,"1587209790849134592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mybabymunlight",60,TRUE,FALSE,NA,NA
